invoice_no;customer_id;gender;age;category;sku_id;quantity;price;payment_method;invoice_date;shopping_mall;elasticidad_producto;elasticidad_categoria;volumen_promedio_producto;volumen_promedio_categoria;elasticidad_relativa;volumen_relativo;recomendacion_precio;rol_producto;estrategia_recomendada;estrategia_resumen;n_obs_producto
INV03758;CUST0092;Female;42,00;Clothing;SKU-018;2,00;119,29;Credit Card;2025-10-29;North Mall;0,05;0,01;2,36;2,49;7,01;0,95;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;58,00
INV03759;CUST0150;Male;32,00;Electronics;SKU-056;1,00;631,81;Credit Card;2025-09-29;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;51,00
INV03760;CUST0029;Male;38,00;Food & Drink;SKU-068;5,00;36,24;Credit Card;2025-07-02;North Mall;-0,01;0,00;4,59;4,53;-16,29;1,01;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;49,00
INV03761;CUST0085;Female;22,00;Clothing;SKU-010;3,00;86,35;Credit Card;2025-07-19;Westside Plaza;-0,00;0,01;2,62;2,49;-0,29;1,05;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;58,00
INV03762;CUST0179;Female;26,00;Clothing;SKU-016;2,00;35,37;Credit Card;2025-09-07;North Mall;0,01;0,01;2,47;2,49;1,47;0,99;Bajar;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV03763;CUST0119;Male;39,00;Electronics;SKU-034;1,00;771,13;Credit Card;2025-08-25;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;51,00
INV03764;CUST0106;Female;59,00;Food & Drink;SKU-070;5,00;19,28;Credit Card;2025-10-24;North Mall;0,01;0,00;4,33;4,53;17,90;0,95;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;61,00
INV03765;CUST0197;Female;21,00;Clothing;SKU-029;2,00;101,75;Cash;2025-06-26;Downtown Galleria;0,08;0,01;2,58;2,49;9,97;1,04;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;53,00
INV03766;CUST0010;Female;58,00;Food & Drink;SKU-077;4,00;32,56;Credit Card;2025-05-31;Westside Plaza;0,05;0,00;4,67;4,53;65,58;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;45,00
INV03767;CUST0026;Male;31,00;Electronics;SKU-049;1,00;713,06;Credit Card;2025-07-19;Downtown Galleria;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;56,00
INV03768;CUST0096;Female;30,00;Electronics;SKU-033;1,00;557,31;Cash;2025-11-09;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;52,00
INV03769;CUST0009;Female;58,00;Clothing;SKU-006;2,00;115,59;Credit Card;2025-09-20;Westside Plaza;-0,15;0,01;2,45;2,49;-18,94;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;47,00
INV03770;CUST0191;Female;35,00;Clothing;SKU-013;3,00;87,52;Credit Card;2025-07-06;North Mall;-0,04;0,01;2,44;2,49;-5,63;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;52,00
INV03771;CUST0010;Male;36,00;Electronics;SKU-038;1,00;544,50;Credit Card;2025-10-26;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;45,00
INV03772;CUST0072;Female;57,00;Home Goods;SKU-085;1,00;136,94;Credit Card;2025-06-17;Westside Plaza;-0,00;-0,03;1,35;1,52;0,04;0,89;Subir mucho;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;52,00
INV03773;CUST0049;Female;22,00;Home Goods;SKU-090;1,00;208,94;Credit Card;2025-06-16;Downtown Galleria;-0,08;-0,03;1,39;1,52;2,47;0,92;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;33,00
INV03774;CUST0146;Female;56,00;Electronics;SKU-040;1,00;431,88;Credit Card;2025-11-09;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;54,00
INV03775;CUST0007;Female;54,00;Clothing;SKU-011;3,00;119,06;Debit Card;2025-11-10;Westside Plaza;0,03;0,01;2,46;2,49;4,11;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;48,00
INV03776;CUST0044;Female;57,00;Clothing;SKU-005;2,00;62,29;Credit Card;2025-07-09;North Mall;0,22;0,01;2,55;2,49;28,64;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;53,00
INV03777;CUST0166;Male;24,00;Clothing;SKU-024;2,00;61,54;Debit Card;2025-07-05;Downtown Galleria;0,02;0,01;2,57;2,49;2,56;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;47,00
INV03778;CUST0073;Female;45,00;Food & Drink;SKU-080;5,00;38,98;Credit Card;2025-09-06;North Mall;0,01;0,00;4,66;4,53;17,27;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;59,00
INV03779;CUST0014;Female;52,00;Home Goods;SKU-097;1,00;163,98;Credit Card;2025-06-05;Westside Plaza;0,02;-0,03;1,58;1,52;-0,55;1,04;Mantener;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;52,00
INV03780;CUST0010;Male;21,00;Food & Drink;SKU-064;3,00;11,20;Credit Card;2025-07-17;Westside Plaza;0,09;0,00;4,53;4,53;132,57;1,00;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;49,00
INV03781;CUST0007;Male;40,00;Clothing;SKU-014;2,00;107,05;Cash;2025-09-30;Downtown Galleria;-0,08;0,01;2,48;2,49;-10,33;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;48,00
INV03782;CUST0002;Female;21,00;Clothing;SKU-011;3,00;73,02;Credit Card;2025-10-21;North Mall;0,03;0,01;2,46;2,49;4,11;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;48,00
INV03783;CUST0022;Male;31,00;Electronics;SKU-049;1,00;327,50;Credit Card;2025-09-01;Westside Plaza;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;56,00
INV03784;CUST0198;Female;30,00;Clothing;SKU-019;3,00;80,43;Credit Card;2025-09-25;Westside Plaza;-0,00;0,01;2,44;2,49;-0,39;0,98;Subir;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;39,00
INV03785;CUST0093;Female;27,00;Electronics;SKU-037;1,00;274,64;Cash;2025-11-09;Downtown Galleria;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;55,00
INV03786;CUST0172;Female;52,00;Food & Drink;SKU-072;5,00;48,99;Cash;2025-10-30;Westside Plaza;-0,03;0,00;4,38;4,53;-41,59;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;52,00
INV03787;CUST0112;Male;25,00;Clothing;SKU-002;3,00;125,42;Credit Card;2025-08-18;Downtown Galleria;-0,00;0,01;2,31;2,49;-0,51;0,93;Mantener;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;42,00
INV03788;CUST0027;Male;43,00;Home Goods;SKU-087;1,00;196,00;Credit Card;2025-09-12;Downtown Galleria;-0,02;-0,03;1,55;1,52;0,47;1,02;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;65,00
INV03789;CUST0135;Male;49,00;Clothing;SKU-002;2,00;47,17;Credit Card;2025-10-02;North Mall;-0,00;0,01;2,31;2,49;-0,51;0,93;Mantener;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;42,00
INV03790;CUST0016;Male;34,00;Electronics;SKU-041;1,00;633,64;Cash;2025-10-04;North Mall;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;43,00
INV03791;CUST0145;Female;43,00;Home Goods;SKU-088;1,00;157,92;Debit Card;2025-06-30;Westside Plaza;-0,07;-0,03;1,67;1,52;2,20;1,10;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;48,00
INV03792;CUST0072;Female;58,00;Clothing;SKU-022;2,00;108,84;Credit Card;2025-07-30;Westside Plaza;-0,28;0,01;2,47;2,49;-36,79;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;57,00
INV03793;CUST0172;Female;47,00;Clothing;SKU-024;2,00;126,37;Credit Card;2025-10-21;Downtown Galleria;0,02;0,01;2,57;2,49;2,56;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;47,00
INV03794;CUST0022;Female;58,00;Home Goods;SKU-090;2,00;187,81;Credit Card;2025-07-04;North Mall;-0,08;-0,03;1,39;1,52;2,47;0,92;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;33,00
INV03795;CUST0105;Male;57,00;Clothing;SKU-021;3,00;126,24;Cash;2025-06-05;Westside Plaza;-0,07;0,01;2,70;2,49;-9,13;1,08;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;43,00
INV03796;CUST0150;Male;56,00;Food & Drink;SKU-062;5,00;16,61;Credit Card;2025-10-02;North Mall;-0,01;0,00;4,56;4,53;-20,63;1,00;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;54,00
INV03797;CUST0020;Female;46,00;Clothing;SKU-012;2,00;48,98;Credit Card;2025-06-02;Westside Plaza;0,05;0,01;2,63;2,49;6,93;1,06;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;41,00
INV03798;CUST0011;Male;44,00;Home Goods;SKU-096;2,00;83,14;Credit Card;2025-10-23;Downtown Galleria;-0,13;-0,03;1,54;1,52;3,98;1,01;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;56,00
INV03799;CUST0094;Male;20,00;Home Goods;SKU-085;1,00;91,11;Debit Card;2025-11-08;Downtown Galleria;-0,00;-0,03;1,35;1,52;0,04;0,89;Subir mucho;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;52,00
INV03800;CUST0020;Male;46,00;Home Goods;SKU-093;2,00;81,90;Cash;2025-11-04;Downtown Galleria;-0,08;-0,03;1,51;1,52;2,49;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;55,00
INV03801;CUST0195;Male;43,00;Home Goods;SKU-082;1,00;255,19;Debit Card;2025-06-03;North Mall;-0,27;-0,03;1,56;1,52;8,03;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;48,00
INV03802;CUST0197;Male;50,00;Clothing;SKU-016;2,00;59,69;Credit Card;2025-08-30;North Mall;0,01;0,01;2,47;2,49;1,47;0,99;Bajar;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV03803;CUST0165;Male;40,00;Clothing;SKU-030;3,00;139,49;Credit Card;2025-05-28;Downtown Galleria;0,18;0,01;2,55;2,49;23,39;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;49,00
INV03804;CUST0026;Female;33,00;Clothing;SKU-001;2,00;80,45;Cash;2025-09-09;Westside Plaza;-0,08;0,01;2,59;2,49;-10,05;1,04;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;44,00
INV03805;CUST0006;Female;27,00;Home Goods;SKU-097;1,00;142,22;Cash;2025-10-03;Downtown Galleria;0,02;-0,03;1,58;1,52;-0,55;1,04;Mantener;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;52,00
INV03806;CUST0006;Female;24,00;Clothing;SKU-026;2,00;130,80;Cash;2025-09-05;North Mall;-0,15;0,01;2,46;2,49;-19,53;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;46,00
INV03807;CUST0179;Male;33,00;Home Goods;SKU-095;2,00;132,17;Debit Card;2025-08-13;Westside Plaza;0,08;-0,03;1,48;1,52;-2,27;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;50,00
INV03808;CUST0059;Female;30,00;Clothing;SKU-009;2,00;127,79;Credit Card;2025-07-08;Westside Plaza;-0,01;0,01;2,46;2,49;-0,91;0,99;Mantener;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;63,00
INV03809;CUST0176;Male;59,00;Clothing;SKU-019;3,00;92,22;Credit Card;2025-05-16;Westside Plaza;-0,00;0,01;2,44;2,49;-0,39;0,98;Subir;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;39,00
INV03810;CUST0109;Male;48,00;Food & Drink;SKU-071;6,00;28,16;Debit Card;2025-08-29;North Mall;-0,04;0,00;4,33;4,53;-56,08;0,96;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV03811;CUST0072;Male;45,00;Clothing;SKU-024;3,00;79,14;Credit Card;2025-06-21;North Mall;0,02;0,01;2,57;2,49;2,56;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;47,00
INV03812;CUST0089;Female;21,00;Home Goods;SKU-082;2,00;160,48;Credit Card;2025-08-27;Downtown Galleria;-0,27;-0,03;1,56;1,52;8,03;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;48,00
INV03813;CUST0036;Female;31,00;Clothing;SKU-007;2,00;100,40;Cash;2025-11-08;Downtown Galleria;-0,02;0,01;2,35;2,49;-2,77;0,94;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;54,00
INV03814;CUST0148;Female;56,00;Home Goods;SKU-090;1,00;118,54;Credit Card;2025-06-06;Westside Plaza;-0,08;-0,03;1,39;1,52;2,47;0,92;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;33,00
INV03815;CUST0197;Female;40,00;Clothing;SKU-024;2,00;94,37;Credit Card;2025-08-08;North Mall;0,02;0,01;2,57;2,49;2,56;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;47,00
INV03816;CUST0001;Female;38,00;Clothing;SKU-001;2,00;79,88;Debit Card;2025-07-16;North Mall;-0,08;0,01;2,59;2,49;-10,05;1,04;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;44,00
INV03817;CUST0093;Male;38,00;Electronics;SKU-046;1,00;750,08;Cash;2025-07-07;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;36,00
INV03818;CUST0045;Female;58,00;Electronics;SKU-037;1,00;342,23;Credit Card;2025-05-28;Westside Plaza;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;55,00
INV03819;CUST0189;Male;51,00;Clothing;SKU-010;3,00;111,91;Debit Card;2025-06-14;North Mall;-0,00;0,01;2,62;2,49;-0,29;1,05;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;58,00
INV03820;CUST0164;Male;39,00;Home Goods;SKU-087;1,00;237,29;Debit Card;2025-08-17;North Mall;-0,02;-0,03;1,55;1,52;0,47;1,02;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;65,00
INV03821;CUST0053;Female;24,00;Electronics;SKU-039;1,00;898,22;Cash;2025-08-09;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;53,00
INV03822;CUST0133;Female;31,00;Home Goods;SKU-087;1,00;215,22;Credit Card;2025-07-01;Westside Plaza;-0,02;-0,03;1,55;1,52;0,47;1,02;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;65,00
